No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
2,WISEA J125948.58+275857.8,12h59m48.5914s,+27d58m58.018s,194.9524643,27.9827828,0.01787,5357.29122446,SLS,G,"IR,Vis",0.11066990890216,24,0,40,12,7,4,0,1,0,0
3,SDSS J125949.06+275833.9,12h59m49.0752s,+27d58m34.176s,194.95448,27.97616,0.016535,4957.06829303,UUN,G,Vis,0.300802364269379,10,0,15,6,3,4,0,1,0,0
4,IC 3998,12h59m46.7785s,+27d58m25.890s,194.9449108,27.9738585,0.031419624,9419.36630839579,SLS,G,"IR,Radio,Vis,Xray",0.606075445980537,137,1,74,32,30,7,5,5,2,0
5,WISEA J125946.94+275930.7,12h59m46.9449s,+27d59m30.790s,194.9456041,27.9918862,0.027659,8291.959595822,UUN,G,"IR,Vis",0.761701091037402,48,0,49,22,12,4,0,1,1,0
6,SDSS J125944.92+275854.2,12h59m44.9100s,+27d58m54.130s,194.937125,27.981703,0.024183,7249.881011814,UUN,G,Vis,0.842209984062382,8,0,11,4,3,4,0,0,0,0
8,SDSS J125951.46+275935.4,12h59m51.4968s,+27d59m35.412s,194.96457,27.99317,0.02355,7060.1123859,UUN,G,Vis,0.953404552783036,12,0,15,7,3,4,0,1,0,0
9,COMAi J125953.491+275855.68,12h59m53.4700s,+27d58m55.441s,194.972792,27.982067,0.021582,6470.120828556,UUN,G,Vis,1.05064985694845,5,0,4,3,2,0,0,0,0,0
10,SDSS J125944.76+275807.1,12h59m44.7760s,+27d58m07.130s,194.93656666667,27.96864722222,0.032923,9870.067094734,UUN,G,Vis,1.1435045377853,11,0,16,6,3,4,0,1,0,0
11,SDSS J125952.18+275946.3,12h59m52.1876s,+27d59m46.363s,194.9674486369,27.9962121295,0.028823,8640.918016934,UUN,G,"Vis,Xray",1.19125957743767,11,0,17,4,2,4,0,1,0,0
12,WISEA J125946.71+280000.4,12h59m46.7222s,+28d00m00.428s,194.9446761,28.0001189,0.0206647,6195.1212068326,SLS,G,"IR,Vis",1.2289868129175,12,0,38,7,1,4,0,1,0,0
13,COMAi J125943.054+275845.74,12h59m43.0500s,+27d58m45.681s,194.929375,27.979356,0.024504,7346.114390832,UUN,G,Vis,1.25568866692506,5,0,4,3,2,0,0,0,0,0
14,SDSS J125953.93+275813.7,12h59m53.9323s,+27d58m13.743s,194.974718,27.9704842,0.0226712,6796.6547738096,SLS,G,,1.31242508486035,2,0,15,3,1,4,0,0,0,0
15,COMAi J125953.929+275813.75,12h59m53.9400s,+27d58m13.836s,194.97475,27.97051,0.022482,6739.934040756,UUN,G,Vis,1.31316939802502,23,0,16,9,5,0,0,1,0,0
16,SDSS J125943.95+275802.0,12h59m43.9550s,+27d58m02.068s,194.9331458321,27.9672411442,0.02644,7926.51258952,SLS,G,Vis,1.33728845390241,6,0,16,3,2,4,0,0,0,0
17,GIN 786,12h59m43.7274s,+27d59m40.844s,194.9321978,27.994679,0.0222487251497167,6669.99999999999,SLS,G,"IR,UV,Vis",1.37417963358143,130,1,61,37,38,5,6,4,1,1
18,SDSS J125941.89+275848.9,12h59m41.8800s,+27d58m48.630s,194.9245,27.980175,0.02457,7365.90069306,SLS,G,Vis,1.51092335377045,7,0,11,4,3,3,0,0,0,0
20,SDSS J125951.81+275726.3,12h59m51.8448s,+27d57m26.424s,194.96602,27.95734,0.01988,5959.87406504,UUN,G,Vis,1.57838629444935,11,0,16,5,3,4,0,1,0,0
21,SDSS J125942.92+275954.6,12h59m42.9310s,+27d59m54.390s,194.92887916667,27.99844166667,0.028343,8497.017637094,UUN,G,,1.65177597290575,5,0,16,3,2,4,0,0,0,0
23,COMAi J125952.441+275724.32,12h59m52.4525s,+27d57m24.411s,194.96855208333,27.95678083333,0.022365,6704.85832317,UUN,G,Vis,1.67058333909873,4,0,4,2,2,0,0,0,0,0
24,COMAi J125944.217+275730.29,12h59m44.2200s,+27d57m30.636s,194.93425,27.95851,0.023,6895.226534,UUN,G,,1.67574185718459,2,0,0,1,2,0,0,0,0,0
25,2MASX J12594423+2757307,12h59m44.2012s,+27d57m30.402s,194.934172,27.958445,0.0230326007734324,6905.0,SLS,G,"IR,Vis",1.68133361948714,87,0,51,19,17,6,0,2,2,0
26,COMAi J125944.182+275730.39,12h59m44.1768s,+27d57m30.204s,194.93407,27.95839,0.023,6895.226534,SLS,G,IR,1.68719912686938,6,0,10,5,5,0,0,0,0,0
27,COMAi J125949.656+275706.41,12h59m49.6618s,+27d57m06.476s,194.95692416667,27.95179888889,0.032149,9638.027732242,UUN,G,Vis,1.76436470073616,4,0,4,2,2,0,0,0,0,0
29,WISEA J125955.97+275748.5,12h59m55.9467s,+27d57m48.861s,194.9831114,27.9635726,0.0232,6955.1850256,UUN,G,"IR,Vis",1.9077122695061,10,0,27,6,2,4,0,1,0,0
30,DESI J194.9179+27.9685,12h59m40.3145s,+27d58m06.776s,194.9179773,27.9685491,0.0251776,7548.0545905408,SLS,G,,2.00054549641474,0,0,0,1,1,0,0,0,0,0
31,WISEA J125940.28+275805.6,12h59m40.2807s,+27d58m05.689s,194.9178365,27.9682471,0.025270815852212,7576.0,SLS,G,"IR,Vis",2.01428435486201,81,0,53,22,22,4,0,2,1,1
32,COMAi J125939.402+275840.08,12h59m39.4000s,+27d58m40.051s,194.914167,27.977792,0.02941,8816.89618978,SLS,G,Vis,2.06662650730559,7,0,6,4,3,0,0,0,0,0
33,SDSS J125956.73+275958.1,12h59m56.7353s,+27d59m58.113s,194.986397464,27.9994760549,0.02318,6949.18917644,SLS,G,Vis,2.08803161350002,5,0,18,3,3,4,0,0,0,0
34,WISEA J125944.16+280046.9,12h59m44.1653s,+28d00m46.986s,194.9340223,28.0130519,0.02372,7111.07710376,UUN,G,"IR,Vis",2.17007139800062,18,0,36,8,4,4,0,1,1,0
35,COMAi J125940.409+275731.15,12h59m40.3900s,+27d57m30.898s,194.918292,27.958583,0.022906,6867.046042948,UUN,G,Vis,2.27856696815149,8,0,6,3,2,0,0,0,0,0
36,WISEA J125938.32+275913.9,12h59m38.3242s,+27d59m13.947s,194.9096842,27.9872076,0.022602,6775.909135716,UUN,G,"IR,Vis",2.32509889978071,85,0,60,24,21,7,0,2,2,1
38,SDSS J125958.51+275755.5,12h59m58.5153s,+27d57m55.586s,194.9938141312,27.9654405807,0.022752,6820.878004416,UUN,G,Vis,2.3556303535145,4,0,19,2,2,3,0,0,0,0
39,SDSS J125941.20+275711.0,12h59m41.2000s,+27d57m10.911s,194.921667,27.953031,0.0232,6955.1850256,SLS,G,Vis,2.36075982998959,7,0,21,4,3,3,0,0,0,0
40,WISEA J125951.49+280113.1,12h59m51.4572s,+28d01m13.382s,194.964405,28.0203841,0.0311965,9352.475415997,SLS,G,"IR,Vis",2.43906551242488,5,0,36,4,1,4,0,1,0,0
41,SDSS J125942.27+280054.6,12h59m42.2899s,+28d00m55.101s,194.926208,28.015306,0.026465,7934.00740097,UUN,G,"IR,Vis",2.50029719054931,8,0,18,4,2,4,0,0,0,0
42,SDSS J125959.90+275921.8,12h59m59.8800s,+27d59m21.598s,194.9995,27.989333,0.0218,6535.4755844,UUN,G,IR,2.5139823131678,2,0,27,3,1,4,0,0,0,0
43,COMAi J125938.946+275733.19,12h59m38.9611s,+27d57m33.408s,194.91233791667,27.95928,0.021875,6557.96001875,UUN,G,Vis,2.51818589114282,4,0,4,2,2,0,0,0,0,0
44,SDSS J125959.96+275917.8,12h59m59.9558s,+27d59m17.951s,194.9998159,27.9883199,0.0296271,8881.9811324118,SLS,G,Vis,2.51909344999627,8,0,1,4,4,0,0,0,0,0
45,DESI J194.9996+27.9893,12h59m59.9057s,+27d59m21.827s,194.9996074,27.9893966,0.0219114,6568.8724642212,SLS,G,,2.52031869795514,0,0,0,1,1,0,0,0,0,0
46,COMAi J125959.901+275921.80,12h59m59.9184s,+27d59m21.660s,194.99966,27.98935,0.0218,6535.4755844,UUN,G,Vis,2.52249319043527,5,0,0,2,1,0,0,0,0,0
47,2CXO J125939.8+275716,12h59m39.8174s,+27d57m16.614s,194.91590583333,27.954615,0.0264,7914.5208912,SUN,G,Xray,2.52393679819772,5,0,13,5,1,4,0,0,0,0
48,DESI J194.9153+27.9543,12h59m39.6921s,+27d57m15.663s,194.9153841,27.954351,0.026673,7996.364232234,SLS,G,,2.55541213511982,0,0,0,1,1,0,0,0,0,0
49,WISEA J125939.66+275714.2,12h59m39.6625s,+27d57m14.234s,194.9152607,27.953954,0.026782,8029.041610156,UUN,G,"IR,Vis,Xray",2.57546113252907,102,0,58,27,23,5,0,2,1,0
50,DESI J194.9050+27.9722,12h59m37.2059s,+27d58m20.011s,194.9050246,27.9722253,0.0253588,7602.3769839304,SLS,G,,2.59608261547626,0,0,0,1,1,0,0,0,0,0
51,2MASS J12593720+2758203,12h59m37.1800s,+27d58m19.801s,194.904917,27.972167,0.025091,7522.092563678,UUN,G,"IR,Vis",2.60237673886118,17,0,32,11,5,4,0,1,0,0
52,WISEA J125938.00+280003.4,12h59m38.0078s,+28d00m03.497s,194.9083662,28.0009715,0.016589075,4973.27957019635,SLS,G,"IR,Vis",2.65103195106686,60,0,56,20,11,4,0,1,1,0
53,DESI J194.9255+27.9432,12h59m42.1220s,+27d56m35.590s,194.9255084,27.9432196,0.0187768,5629.1430253744,SLS,G,,2.69464966910766,0,0,0,1,1,0,0,0,0,0
54,SDSS J125942.12+275634.6,12h59m42.0909s,+27d56m34.855s,194.9253791,27.9430155,0.0187434,5619.1299572772,SLS?,G,Vis,2.70865714917549,6,0,9,3,1,0,0,1,0,0
56,SDSS J125943.53+275620.6,12h59m43.5373s,+27d56m20.661s,194.9314055,27.9390725,0.0238000005,7135.06065029623,SUN,G,Vis,2.763733168641,18,0,17,9,5,4,0,1,0,0
57,WISEA J130000.99+275929.6,13h00m00.9897s,+27d59m29.541s,195.0041238,27.9915392,0.0249,7464.8322042,SLS,G,"IR,Vis",2.78155536131025,23,0,40,11,7,4,0,1,1,0
58,COMAi J125944.017+275615.31,12h59m44.0076s,+27d56m15.468s,194.933365,27.93763,0.0244,7314.9359752,SLS,G,Vis,2.80254859178995,6,0,1,3,2,0,0,0,0,0
60,SDSS J125936.03+275805.1,12h59m36.0359s,+27d58m05.163s,194.9001495958,27.9681009263,0.023113,6929.103081754,UUN,G,Vis,2.90548474242905,6,0,11,2,2,4,0,0,0,0
61,COMAi J125938.623+275658.69,12h59m38.6388s,+27d56m58.891s,194.910995,27.94969194444,0.022409,6718.049191322,UUN,G,Vis,2.91269826572098,5,0,3,1,1,0,0,0,0,0
62,COMAi J125935.227+275850.13,12h59m35.2442s,+27d58m50.401s,194.89685083333,27.98066694444,0.024534,7355.108164572,UUN,G,Vis,2.97520229550849,4,0,1,1,1,0,0,0,0,0
64,DESI J194.9019+27.9598,12h59m36.4562s,+27d57m35.513s,194.9019011,27.9598649,0.0239795,7188.873246611,SLS,G,,2.9900303307488,0,0,0,1,1,0,0,0,0,0
66,SDSS J130001.80+275941.2,13h00m01.8000s,+27d59m41.319s,195.0075,27.994811,0.031482,9438.066162756,UUN,G,"IR,Vis",3.00411302718282,6,0,17,4,2,4,0,0,0,0
67,COMAi J125951.272+275554.14,12h59m51.2806s,+27d55m54.228s,194.96366916667,27.93173,0.02386,7153.04804788,UUN,G,Vis,3.0097922531564,4,0,4,2,2,0,0,0,0,0
68,COMAi J125938.081+275656.49,12h59m38.0786s,+27d56m56.749s,194.90866083333,27.94909694444,0.020441,6128.057633978,UUN,G,Vis,3.03071603334307,5,0,1,2,1,0,0,0,0,0
69,DESI J194.8989+27.9618,12h59m35.7496s,+27d57m42.628s,194.898957,27.9618413,0.0240755,7217.653322579,SLS,G,,3.08588359329937,0,0,0,1,1,0,0,0,0,0
70,SDSS J125939.15+280110.7,12h59m39.1600s,+28d01m11.229s,194.913167,28.019786,0.025314,7588.946281812,UUN,G,Vis,3.14144858158935,7,0,19,3,2,3,0,0,0,0
71,NGC 4874,12h59m35.7199s,+27d57m33.325s,194.8988333,27.9592572,0.0239065387028516,7167.00000000001,SLS,G,"IR,Radio,Vis,Xray",3.15292859893563,683,17,131,75,70,11,70,36,11,1
72,COMAi J125935.590+275734.63,12h59m35.6000s,+27d57m35.000s,194.89833333333,27.95972222222,0.024,7195.018992,UUN,G,Radio,3.16570689431546,2,0,0,2,1,0,0,0,0,0
73,DESI J194.8965+27.9595,12h59m35.1703s,+27d57m34.390s,194.8965429,27.9595529,0.0239857,7190.7319598506,SLS,G,,3.25675519152139,0,0,0,1,1,0,0,0,0,0
74,SDSS J125934.39+275942.9,12h59m34.3584s,+27d59m43.404s,194.89316,27.99539,0.017429,5225.082750482,UUN,G,Vis,3.28594233570118,10,0,16,4,2,4,0,1,0,0
75,2MASX J12595013+2755292,12h59m50.1225s,+27d55m29.460s,194.958844,27.92485,0.03273,9812.20715034,SLS,G,"IR,Vis",3.38320777139833,64,0,45,19,16,6,0,1,2,0
76,DESI J194.9978+27.9405,12h59m59.4721s,+27d56m26.043s,194.9978005,27.9405675,0.02037,6106.77236946,SLS,G,,3.39445272572408,1,0,0,2,2,0,0,0,0,0
77,WISEA J125959.47+275626.1,12h59m59.3858s,+27d56m24.414s,194.9974410282,27.94011520894,0.0203707592937511,6106.99999999999,SLS,G,"IR,Radio,Vis",3.40068202646666,52,0,30,20,11,0,0,1,1,0
78,SDSS J125942.36+280158.5,12h59m42.3720s,+28d01m58.559s,194.9265502,28.0329331,0.026008,7797.002247664,UUN,G,Vis,3.41651172419109,12,0,15,8,4,4,0,1,0,0
79,MaNGA 08953-12702,12h59m33.7680s,+27d57m56.232s,194.8907,27.96562,0.0240568,7212.0472036144,SLS,G,,3.42782402623126,1,0,0,1,1,0,0,0,0,0
80,WISEA J125937.01+280107.0,12h59m37.0178s,+28d01m07.002s,194.904241,28.0186119,0.0241355,7235.640870059,SLS,G,"IR,Vis",3.43004073478751,31,0,59,15,8,4,0,1,1,0
81,WISEA J130000.96+275643.7,13h00m00.9697s,+27d56m43.759s,195.0040405,27.9454886,0.02282,6841.26389156,SLS,G,"IR,Vis",3.44328726450683,56,0,44,20,15,4,0,1,1,1
82,WISEA J130003.75+275753.0,13h00m03.7539s,+27d57m53.005s,195.0156413,27.9647236,0.0178844,5361.6082358552,SLS,G,"IR,Vis,Xray",3.46005244395785,41,0,41,16,12,4,0,1,1,1
85,COMAi J125934.046+280006.94,12h59m34.0687s,+28d00m07.423s,194.89195291667,28.00206194444,0.029944,8976.985362352,UUN,G,Vis,3.47245057482361,4,0,4,2,2,0,0,0,0,0
86,SDSS J125957.43+275556.6,12h59m57.4525s,+27d55m56.852s,194.9893858,27.9324589,0.0152528,4572.6744033824,SLS,G,,3.49300764416694,6,0,9,3,1,0,0,1,0,0
87,NGC 4886,13h00m04.4533s,+27d59m15.338s,195.0185558,27.987594,0.0212513685050743,6371.00000000001,SLS,G,"IR,UV,Vis,Xray",3.49590597594374,176,3,78,34,33,6,10,7,1,0
88,DESI J194.8869+27.9838,12h59m32.8662s,+27d59m02.012s,194.8869426,27.9838924,0.0193335,5796.037486743,SLS,G,,3.50438296408185,0,0,0,1,1,0,0,0,0,0
89,NGC 4873,12h59m32.7994s,+27d59m01.025s,194.8866642,27.9836181,0.0194267729043404,5824.00000000001,SLS,G,"IR,Vis,Xray",3.51834734390032,162,1,101,36,35,11,6,5,2,1
90,WISEA J125956.66+275548.1,12h59m56.6612s,+27d55m48.168s,194.9860887,27.9300469,0.0257044491759696,7706.0,SLS,G,"IR,Vis",3.52444366810143,88,0,59,32,31,6,0,2,2,1
91,DESI J195.0195+27.9834,13h00m04.6926s,+27d59m00.357s,195.0195525,27.9834327,0.0212871,6381.7120326918,SLS,G,,3.52934337754687,0,0,0,1,1,0,0,0,0,0
92,SDSS J125932.77+275831.4,12h59m32.7499s,+27d58m31.238s,194.886458,27.975344,0.0248,7434.8529584,SLS,G,Vis,3.54219337719515,6,0,9,4,3,4,0,0,0,0
94,NGC 4883,12h59m56.0109s,+28d02m04.953s,194.9833791,28.0347094,0.0272107,8157.5626369006,SLS,G,"IR,UV,Vis",3.6020375216614,147,3,92,32,32,7,6,5,2,0
95,SDSS J125936.19+280111.8,12h59m36.1900s,+28d01m12.298s,194.900792,28.020083,0.025277,7577.853960866,UUN,G,Vis,3.6260984546376,7,0,9,3,2,3,0,0,0,0
96,DESI J195.0214+27.9817,13h00m05.1597s,+27d58m54.270s,195.021499,27.9817417,0.0215534,6461.5467642572,SLS,G,,3.62976156217467,0,0,0,1,1,0,0,0,0,0
97,2MASS J13000521+2758358,13h00m05.2186s,+27d58m35.972s,195.0217443,27.976659,0.0261012,7824.9429047496,SLS,G,IR,3.65187219579766,12,0,39,6,4,4,0,1,1,0
98,CGCG 160-233,12h59m42.3055s,+27d55m29.042s,194.926273,27.924734,0.0230359364143844,6906.00000000001,SLS,G,"IR,Vis,Xray",3.66110180389555,142,1,69,39,38,6,6,6,2,0
99,DESI J195.0235+27.9799,13h00m05.6410s,+27d58m47.998s,195.0235045,27.9799995,0.0258393,7746.4272599994,SLS,G,,3.73626464245053,0,0,0,1,1,0,0,0,0,0
100,SDSS J125935.91+275624.1,12h59m35.9333s,+27d56m24.553s,194.8997223,27.9401537,0.0188294,5644.9121086652,SLS,G,Vis,3.73879125606788,5,0,17,4,1,4,0,1,0,0
101,COMAi J130004.034+280030.79,13h00m04.0368s,+28d00m30.744s,195.01682,28.00854,0.02118,6349.60426044,SLS,G,Vis,3.76332036287515,12,0,9,5,4,0,0,1,0,0
102,DESI J195.0168+28.0085,13h00m04.0422s,+28d00m30.651s,195.0168428,28.0085142,0.0214622,6434.2056920876,SLS,G,,3.76372678334297,0,0,0,1,1,0,0,0,0,0
105,DESI J194.8923+27.9471,12h59m34.1671s,+27d56m49.641s,194.8923631,27.9471227,0.0240328,7204.8521846224,SLS,G,,3.80232876093976,0,0,0,1,1,0,0,0,0,0
106,DESI J194.8877+27.9542,12h59m33.0507s,+27d57m15.429s,194.8877116,27.954286,0.0240663,7214.8952319654,SLS,G,,3.81305594500149,0,0,0,1,1,0,0,0,0,0
108,WISEA J125949.10+275501.8,12h59m49.1256s,+27d55m01.763s,194.9546903068,27.9171565185,0.0227,6805.2887966,SLS,G,"IR,Vis",3.83165639496893,8,0,38,4,2,4,0,0,0,0
109,NGC 4872,12h59m34.0400s,+27d56m49.000s,194.89183333333,27.94694444444,0.0239499020352273,7179.99999999999,SLS,G,"Radio,Vis,Xray",3.83177965846197,182,3,55,28,35,8,5,7,1,0
110,2MASS J13000611+2758418,13h00m06.1154s,+27d58m41.851s,195.025481,27.978292,0.02546,7632.71598068,SLS,G,"IR,Vis",3.84397590661441,48,2,17,16,17,0,0,2,1,1
112,COMAi J125931.729+275748.12,12h59m31.7431s,+27d57m48.369s,194.88226291667,27.96343583333,0.029554,8860.066303732,UUN,G,Vis,3.8937201445553,5,0,1,2,1,0,0,0,0,0
113,DESI J195.0273+27.9766,13h00m06.5753s,+27d58m35.822s,195.0273972,27.9766174,0.0216248,6482.9519457584,SLS,G,,3.95086491320831,0,0,0,1,1,0,0,0,0,0
114,COMAi J125930.702+275925.76,12h59m30.7286s,+27d59m25.998s,194.87803583333,27.990555,0.025418,7620.124697444,UUN,G,Vis,4.0130513930253,4,0,4,2,2,0,0,0,0,0
115,DESI J195.0294+27.9748,13h00m07.0565s,+27d58m29.550s,195.0294024,27.9748751,0.0216631,6494.4339968998,SLS,G,,4.06503273152953,0,0,0,1,1,0,0,0,0,0
116,WISEA J125935.18+275605.1,12h59m35.1804s,+27d56m05.066s,194.8965852,27.9347407,0.0150624,4515.5939193792,SLS,G,"IR,Vis",4.07957136402101,22,0,38,11,6,4,0,1,1,0
117,WISEA J125955.67+275503.9,12h59m55.6997s,+27d55m03.745s,194.9820823,27.9177072,0.02201,6598.43200058,SLS,G,"IR,Vis",4.0984721833572,25,0,28,10,7,0,0,1,1,0
118,WISEA J125950.18+275445.2,12h59m50.1816s,+27d54m45.212s,194.9590902,27.9125591,0.02417,7245.98370986,SLS,G,"IR,Radio,Vis",4.11912169415179,54,0,43,27,17,4,0,1,0,1
120,IC 4011,13h00m06.3994s,+28d00m14.791s,195.0266645,28.0041088,0.0242434384390017,7268.0,SLS,G,"IR,Vis",4.1417599750304,159,2,84,37,37,6,5,7,2,0
122,DESI J194.8798+27.9552,12h59m31.1712s,+27d57m19.032s,194.8798802,27.9552869,0.0238417,7147.5618458986,SLS,G,,4.17064451022642,0,0,0,1,1,0,0,0,0,0
123,DESI J195.0313+27.9731,13h00m07.5236s,+27d58m23.462s,195.0313486,27.973184,0.0216689,6496.1727931562,SLS,G,,4.17794742750411,0,0,0,1,1,0,0,0,0,0
124,SDSS J125931.13+275717.6,12h59m31.1275s,+27d57m17.754s,194.8796979,27.9549317,0.02366,7093.08955628,SLS,G,Vis,4.18754078468961,26,0,9,11,8,0,0,1,0,1
126,NGC 4876,12h59m44.4055s,+27d54m44.826s,194.935023,27.9124518,0.0223487943782762,6700.0,SLS,G,"IR,Vis,Xray",4.2218213631292,197,3,83,37,40,10,6,8,2,1
